SALE TYPE,SOLD DATE,ADDRESS,CITY,STATE,ZIP CODE,PRICE,BEDS,BATHS,SQUARE FEET,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,STATUS,MLS#
MLS Listing,,150 SE 25 Unit 6E,Miami,FL,33129,249000,1,1.5,790,1969,26,315,Active,A10601712
MLS Listing,,600 NE 36th St #2009,Miami,FL,33137,249000,1,1.5,768,1973,19,324,Active,A10606502
MLS Listing,,865 Collins Ave #303,Miami Beach,FL,33139,249000,1,1.5,536,1954,11,465,Active,A10611164
PAST SALE,2018,1455 West Ave #902,Miami Beach,FL,33139,249500,1,1.5,897,1972,295,278,Sold,A10323817
MLS Listing,,947 Lenox Ave #203,Miami Beach,FL,33139,249750,1,1,748,1970,6,334,Active,A10613578
MLS Listing,,2701 SW 3rd Ave #602,Miami,FL,33129,249900,1,1.5,695,2009,24,360,Active,A10602956
MLS Listing,,234 Antiquera Ave #15,Coral Gables,FL,33134,249900,1,1,710,1966,13,352,Active,A10607592
PAST SALE,2018,1607 Ponce De Leon Unit 8-D,Coral Gables,FL,33134,250000,1,1,882,2008,176,283,Sold,A10140637
PAST SALE,2017,2001 Biscayne Blvd #2516,Miami,FL,33137,250000,1,1,796,2004,431,314,Sold,A10296006
MLS Listing,,713 Collins Ave #26,Miami Beach,FL,33139,250000,1,1,405,1967,1,617,Active,A10617579
PAST SALE,2017,935 Euclid Ave #10,Miami Beach,FL,33139,250000,1,1,600,1955,617,417,Sold,A10206578
PAST SALE,2018,750 Espanola Way #12,Miami Beach,FL,33139,250000,1,1,580,1937,326,431,Sold,A10354935
MLS Listing,,126 SW 17th Rd #306,Miami,FL,33129,250000,2,1,616,1997,158,406,Active,A10533010
MLS Listing,,126 SW 17 Rd #601,Miami,FL,33129,250000,2,1,616,1997,731,406,Active,A10223648
MLS Listing,,680 NE 64th St Unit A511,Miami,FL,33138,250000,2,1,926,1972,7,270,Active,A10613386
MLS Listing,,,Miami,FL,33137,250000,2,1,950,2004,15,263,Active,A10608279
PAST SALE,2017,1881 Washington Ave Unit 2H,Miami Beach,FL,33139,250000,2,2,940,1966,627,266,Sold,A10243076
PAST SALE,2017,1616 Euclid Ave #8,Miami Beach,FL,33139,251500,1,1,743,1949,652,338,Sold,A10223277
PAST SALE,2018,150 SE 25th Rd Unit 7H,Miami,FL,33129,252000,1,1.5,804,1969,206,313,Sold,A10446409
PAST SALE,2016,644 13th St #2,Miami Beach,FL,33139,252000,2,1,820,1947,804,307,Sold,A10008521
PAST SALE,2016,1545 Euclid Ave Unit 4H,Miami Beach,FL,33139,253000,1,1.5,700,1967,,361,Sold,F1376374
PAST SALE,2016,744 10th St #210,Miami Beach,FL,33139,253000,2,2,900,1941,827,281,Sold,A10153751
MLS Listing,,2701 SW 3rd Ave #402,Miami,FL,33129,253675,1,1.5,695,2009,68,365,Active,A10582059
MLS Listing,,200 SE 15 Rd Unit 6H,Miami,FL,33129,254000,1,1.5,612,1974,6,415,Active,A10612955
MLS Listing,,1901 Brickell Ave Unit B502,Miami,FL,33129,254000,1,1,1064,1975,164,239,Active,A10530908
MLS Listing,,1500 Pennsylvania Ave Unit 4A,Miami Beach,FL,33139,254000,1,1,648,1935,4,392,Active,A10615071
MLS Listing,,1723 SW 2nd Ave #706,Miami,FL,33129,254900,1,1,685,2007,325,372,Active,A10440389
MLS Listing,,218 SE 14 St Unit TS107,Miami,FL,33131,254900,1,1,811,2006,1,314,Active,A10615646
MLS Listing,,200 SE 15th Rd Unit 7F,Miami,FL,33129,255000,1,1,612,1974,37,417,Active,A10591975
PAST SALE,2016,150 SE 25 Rd Unit 8B,Miami,FL,33129,255000,1,1.5,792,1969,1070,322,Sold,A2176812
PAST SALE,,1805 Ponce De Leon Blvd #726,Coral Gables,FL,33134,255000,1,1,697,2008,21,366,Sold,A10574105
MLS Listing,,1200 Brickell Bay Dr #3112,Miami,FL,33131,255000,1,1,818,2005,5,312,Active,A10614709
MLS Listing,,110 Salamanca Ave #407,Miami,FL,33134,255000,2,2,1000,1972,1,255,Active,A10613863
PAST SALE,2017,301 Jefferson Ave Unit 2A,Miami Beach,FL,33139,257000,1,1,595,1970,550,432,Sold,A10123532
MLS Listing,,2829 Indian Creek Dr #411,Miami Beach,FL,33140,257000,2,2,900,1968,7,286,Active,A10613279
MLS Listing,,475 Brickell Ave #410,Miami,FL,33131,258000,0,1,546,2008,6,473,Active,A10613624
MLS Listing,,2451 Brickell Ave Unit 5P,Miami,FL,33129,259000,1,1,832,1963,73,311,Active,A10579142
MLS Listing,,3 Island Ave Unit 3B,Miami Beach,FL,33139,259000,1,1,900,1962,11,288,Active,A10610697
MLS Listing,,5555 Collins Ave Unit 15P,Miami Beach,FL,33140,259900,1,1,546,1967,5,476,Active,A10614423
PAST SALE,2017,5838 Collins Ave Unit 5D,Miami,FL,33140,259900,1,1.5,855,1970,705,304,Sold,A10195695
MLS Listing,,2451 Brickell Ave Unit 8K,Miami,FL,33129,260000,1,1,886,1963,174,293,Active,A10524701
PAST SALE,2017,1925 Brickell Ave Unit D404,Miami,FL,33129,260000,1,1.5,873,1980,749,298,Sold,A10100813
MLS Listing,,5701 Biscayne Blvd #501,Miami,FL,33137,260000,1,1.5,915,1973,1,284,Active,A10617568
PAST SALE,2017,520 NE 29 St #1106,Miami,FL,33137,260000,1,1,762,2007,599,341,Sold,A2209960
PAST SALE,2017,4250 Biscayne Blvd #1614,Miami,FL,33137,260000,1,1,680,2015,601,382,Sold,A10186360
MLS Listing,,344 Meridian Ave Unit 2C,Miami Beach,FL,33139,260000,1,1,645,1974,4,403,Active,A10614735
MLS Listing,,1228 Pennsylvania Ave #8,Miami Beach,FL,33139,260000,1,1,690,1961,7,377,Active,F10161201
PAST SALE,2018,1345 Lincoln Rd #1101,Miami Beach,FL,33129,260000,1,1.5,718,1972,194,362,Sold,A10469053
MLS Listing,,,Miami,FL,33134,260000,2,2,996,2005,15,261,Active,A10608215
PAST SALE,2017,2600 Collins Ave #304,Miami Beach,FL,33140,260000,2,2,720,1992,587,361,Sold,A10198967
MLS Listing,,126 SW 17 Rd #209,Miami,FL,33129,262000,2,1,,1997,175,,Active,A10524067
MLS Listing,,186 SE 12th Ter #808,Miami,FL,33131,263000,1,1,754,2006,10,349,Active,A10611186
MLS Listing,,10 Aragon Ave #1102,Coral Gables,FL,33134,264000,1,1,798,2004,1,331,Active,A10611062
PAST SALE,2018,2333 Brickell Ave #2208,Miami,FL,33129,265000,1,1.5,930,1974,311,285,Sold,A10397279
PAST SALE,2016,201 Galen Dr Unit 115 W,Key Biscayne,FL,33149,265000,1,1.5,854,1968,805,310,Sold,A10128036
PAST SALE,2017,435 W 21 St #315,Miami Beach,FL,33139,265000,1,1,590,1936,452,449,Sold,A10174930
MLS Listing,,2950 SW 3rd Ave Unit 6G,Miami,FL,33129,265000,2,2,1020,1974,21,260,Active,A10602727
PAST SALE,2016,,Miami,FL,33129,267000,1,1.5,868,1975,978,308,Sold,A2194446
MLS Listing,,7133 Bay Dr #306,Miami Beach,FL,33141,267300,1,1,850,1969,9,314,Active,A10611708
MLS Listing,,6801 Indian Creek Dr #504,Miami Beach,FL,33141,267900,1,1.5,980,1972,1,273,Active,A10617549
MLS Listing,,3062 Bird Ave Unit D4,Miami,FL,33133,268000,1,1,681,2006,8,394,Active,A10609287
MLS Listing,,1865 Brickell Ave Unit A607,Miami,FL,33129,269000,1,1.5,1064,1975,42,253,Active,A10591306
MLS Listing,,150 SE 25th Rd Unit 2D,Miami,FL,33129,269000,1,1.5,804,1969,89,335,Active,A10571781
PAST SALE,2018,1901 Brickell Ave Unit B606,Miami,FL,33129,269000,1,1.5,1064,1975,213,253,Sold,A10446526
MLS Listing,,7601 E Treasure Dr #2224,North Bay Village,FL,33141,269000,2,2,1030,1987,12,261,Active,A10610629
MLS Listing,,2333 Brickell Ave #214,Miami,FL,33129,269900,1,1.5,930,1974,154,290,Active,A10533540
MLS Listing,,7440 Harding Ave #302,Miami Beach,FL,33141,269900,2,2,1004,1980,11,269,Active,A10610914
PAST SALE,2016,2101 Brickell Ave #311,Miami,FL,33129,270000,1,1,791,2004,872,341,Sold,A10091736
MLS Listing,,1200 Brickell Bay Dr #2318,Miami,FL,33131,270000,1,1,825,2004,2,327,Active,A10615950
MLS Listing,,1200 Brickell Bay Dr #3822,Miami,FL,33131,270000,1,1,825,2005,7,327,Active,A10612719
PAST SALE,2018,1732 Meridian Ave #505,Miami Beach,FL,33139,270000,1,1,655,1965,252,412,Sold,A10447095
PAST SALE,2016,555 NE 30 St #504,Miami,FL,33137,270000,2,2,1228,1980,818,220,Sold,A10139712
PAST SALE,2017,2001 Biscayne Blvd #2313,Miami,FL,33137,272500,2,1,795,2004,623,343,Sold,A10177957
PAST SALE,2017,1901 Brickell Ave Unit B710,Miami,FL,33129,273000,1,1.5,1056,1975,619,259,Sold,A10245777
MLS Listing,,1581 Brickell Ave #1608,Miami,FL,33129,275000,1,1,717,1982,31,384,Active,A10598539
PAST SALE,2018,1865 Brickell Ave Unit A407,Miami,FL,33129,275000,1,2,1064,1975,360,258,Sold,A10392759
PAST SALE,2016,,Miami,FL,33129,275000,1,1.5,804,1969,1061,342,Sold,A2212271
PAST SALE,2016,201 Galen Dr Unit 103W,Key Biscayne,FL,33149,275000,1,1.5,854,1968,781,322,Sold,A10078434
PAST SALE,2018,251 Galen Dr Unit 215-E,Key Biscayne,FL,33149,275000,1,1.5,854,1968,368,322,Sold,A10374699
MLS Listing,,1900 N Bayshore Dr #1703,Miami,FL,33132,275000,1,1,651,2007,19,422,Active,A10606319
PAST SALE,2016,50 Biscayne Blvd #3507,Miami,FL,33132,275000,1,1,700,2007,956,393,Sold,A2167840
MLS Listing,,1732 Meridian Ave #603,Miami Beach,FL,33139,275000,1,1,506,1965,1,543,Active,A10616798
MLS Listing,,1255 Collins Ave #702,Miami Beach,FL,33139,275000,1,1,625,1965,8,440,Active,A10604454
MLS Listing,,,Miami,FL,33131,275000,1,1.5,719,2014,9,382,Active,A10611620
PAST SALE,2018,2001 Meridian Ave #510,Miami Beach,FL,33139,275000,1,1,864,2005,293,318,Sold,A10443164
PAST SALE,2016,4000 Towerside Te #1609,Unincorporated Dade County,FL,33138,275000,2,2,1268,1982,1063,217,Sold,A2145567
MLS Listing,,7601 E Treasure Dr #1812,North Bay Village,FL,33141,275000,2,2,,1987,1,,Active,A10616707
MLS Listing,,8101 Byron Ave #308,Miami Beach,FL,33141,275000,2,2,1128,1981,1,244,Active,A10616536
PAST SALE,2016,2899 Collins Ave #619,Miami Beach,FL,33140,275000,0,1,600,1966,895,458,Sold,A10083107
PAST SALE,2016,1331 Lincoln Rd #1203,Miami Beach,FL,33139,279000,2,1.5,820,1971,974,340,Sold,A10002838
MLS Listing,,2475 Brickell Ave #2003,Miami,FL,33129,279500,1,1,850,2001,5,329,Active,A10612748
MLS Listing,,10 Aragon Ave #708,Coral Gables,FL,33134,279900,1,1,753,2004,1,372,Active,A10616399
MLS Listing,,155 Ocean Lane Dr Unit 115A,Key Biscayne,FL,33149,280000,0,1,400,1973,69,700,Active,A10581246
MLS Listing,,2701 SW 3rd Ave #702,Miami,FL,33129,280000,1,1.5,695,2009,235,403,Active,A10490425
PAST SALE,2018,,Miami,FL,33129,280000,1,1.5,1064,1975,229,263,Sold,A10445580
PAST SALE,2018,2475 Brickell Ave #2401,Miami,FL,33129,280000,1,1,770,2001,214,364,Sold,A10323401
PAST SALE,2018,2451 Brickell Ave Unit 15U,Miami,FL,33129,280000,1,1,998,1963,129,281,Sold,A10448559
PAST SALE,2018,2333 Brickell Ave #903,Miami,FL,33129,280000,1,1.5,930,1974,263,301,Sold,A10451244
MLS Listing,,2000 N Bayshore Dr #513,Miami,FL,33137,280000,1,1,740,2004,1,378,Active,A10616040
MLS Listing,,555 NE 15th St Unit 19H,Miami,FL,33132,280000,1,1.5,800,1980,8,350,Active,A10612098
MLS Listing,,50 Biscayne Blvd #4807,Miami,FL,33132,280000,1,1,700,2007,18,400,Active,A10607270
PAST SALE,2016,50 Biscayne Blvd #3005,Miami,FL,33132,280000,1,1,845,2007,963,331,Sold,A2205469
MLS Listing,,1150 Collins Ave #503,Miami Beach,FL,33139,280000,1,1.5,710,1981,4,394,Active,A10614694
MLS Listing,,7910 Harbor Island Dr #704,North Bay Village,FL,33141,280000,1,1.5,900,2007,5,311,Active,A10614527
PAST SALE,2017,7900 Harbor Island Dr #1007,North Bay Village,FL,33141,280000,1,1.5,900,2007,687,311,Sold,A10146228
PAST SALE,2017,133 NE 2nd Ave #712,Miami,FL,33132,280000,2,2,1036,2007,754,270,Sold,A10100498
PAST SALE,2017,133 NE 2 Ave #3506,Miami,FL,33132,281925,2,2,1010,2007,418,279,Sold,A10350924
PAST SALE,2017,950 Euclid Ave #204,Miami Beach,FL,33139,282000,2,2,871,1975,739,324,Sold,A10115879
MLS Listing,,153-155 NE 68th St,Miami,FL,33138,283000,4,2,1152,1926,14,246,Active,A10608743
PAST SALE,2017,2525 SW 3 Ave #1503,Miami,FL,33129,284000,1,1,821,2007,487,346,Sold,A10049085
PAST SALE,2018,2475 Brickell Ave #801,Miami,FL,33129,285000,1,1,770,2001,215,370,Sold,A10421737
MLS Listing,,951 Brickell Ave #709,Miami,FL,33131,285000,1,1,639,2008,5,446,Active,A10615051
PAST SALE,2018,133 NE 2 Ave #1802,Miami,FL,33132,285000,2,2,1041,2007,399,274,Sold,A1779311
PAST SALE,2017,2400 SW 3rd Ave #303,Miami,FL,33129,286500,2,2,1035,1996,550,277,Sold,A10295696
PAST SALE,2016,2525 SW 3rd Ave Ph -5,Miami,FL,33129,287000,1,1,694,2007,966,414,Sold,A10054115
PAST SALE,2017,625 Biltmore Way #404,Coral Gables,FL,33134,287000,1,1.5,847,1969,466,339,Sold,A10322759
PAST SALE,2016,301 Jefferson Ave Unit 6E,Miami Beach,FL,33139,287000,1,1,620,1970,923,463,Sold,A10049421
PAST SALE,2017,1723 SW 2nd Ave Ph 03,Miami,FL,33129,287500,1,1,638,2007,529,451,Sold,A10266600
MLS Listing,,1865 Brickell Ave Unit A2003,Miami,FL,33129,288900,1,1.5,1064,1975,251,272,Active,A10480950
MLS Listing,,1717 N Bayshore Dr Unit A-1938,Miami,FL,33132,288900,1,1.5,1066,1986,14,271,Active,A10608892
MLS Listing,,1650 Brickell Ave #103,Miami,FL,33129,289000,1,1.5,750,2007,89,385,Active,A10571128
MLS Listing,,2451 Brickell Ave Unit PHR,Miami,FL,33129,289000,1,1,886,1963,90,326,Active,A10571038
MLS Listing,,4101 Indian Creek Dr #303,Miami Beach,FL,33140,289000,1,1.5,688,1978,5,420,Active,F10161789
MLS Listing,,1575 Euclid Ave #401,Miami Beach,FL,33139,289000,1,1.5,775,1969,7,373,Active,A10609797
MLS Listing,,7601 E Treasure Dr #2212,North Bay Village,FL,33141,289000,2,2,1030,1987,11,281,Active,F10160051
PAST SALE,2016,,Coral Gables,FL,33134,289000,3,1,1217,1947,950,237,Sold,A10004852
MLS Listing,,5401 Collins Ave #1522,Miami Beach,FL,33140,290000,0,,570,1990,1,509,Active,A10616339
MLS Listing,,2333 Brickell Ave #808,Miami,FL,33129,290000,1,1.5,930,1974,178,312,Active,A10522073
PAST SALE,2016,1901 Brickell Ave Unit B1705,Miami,FL,33129,290000,1,1.5,868,1975,912,334,Sold,A10096237
PAST SALE,2016,1865 Brickell Ave Unit A705,Miami,FL,33129,290000,1,1.5,868,1975,1018,334,Sold,A2188590
MLS Listing,,,Miami,FL,33137,290000,1,1,736,2007,13,394,Active,A10609359
MLS Listing,,1750 N Bay Shore Dr #2209,Miami,FL,33132,290000,1,1,825,2007,18,352,Active,A10606656
MLS Listing,,480 NE 30th St #1606,Miami,FL,33137,290000,1,1.5,828,2006,19,350,Active,A10605794
PAST SALE,2018,1300 Ponce De Leon Blvd #602,Coral Gables,FL,33134,290000,1,1.5,791,2009,196,367,Sold,A10505260
MLS Listing,,1200 Brickell Bay Dr #3120,Miami,FL,33131,290000,1,1,825,2005,2,352,Active,A10615989
PAST SALE,2016,935 Euclid Ave #7,Miami Beach,FL,33139,290000,1,1,647,1955,879,448,Sold,A10071480
PAST SALE,2017,4101 Pine Tree Dr #1402,Miami Beach,FL,33140,290000,1,1.5,835,1974,481,347,Sold,A10183892
PAST SALE,2017,2899 Collins Ave #447,Miami Beach,FL,33140,290000,1,1.5,775,1966,426,374,Sold,A10366369
PAST SALE,2017,133 NE 2 #3312,Miami,FL,33132,290000,2,3,1036,2007,683,280,Sold,A10243208
PAST SALE,2017,1345 Lincoln Rd #1003,Miami Beach,FL,33139,292000,2,2,890,1972,469,328,Sold,A10320566
MLS Listing,,1900 N Bayshore Dr #2016,Miami,FL,33132,293000,1,1.5,867,2008,13,338,Active,A10609349
PAST SALE,2016,2000 N Bayshore Dr #523,Miami,FL,33137,293000,2,1.5,981,2004,792,299,Sold,A10133032
MLS Listing,,1600 NE 1st Ave #2702,Miami,FL,33132,295000,0,1,620,2019,14,476,Active,A10609232
PAST SALE,2017,2525 SW 3 Ave #1203,Miami,FL,33129,295000,1,1,693,2007,663,426,Sold,A10089057
PAST SALE,2018,2333 Brickell Ave #609,Miami,FL,33129,295000,1,1.5,930,1974,250,317,Sold,A10402048
MLS Listing,,1200 Brickell Bay Dr #3308,Miami,FL,33131,295000,1,1,825,2005,7,358,Active,A10609391
PAST SALE,2017,444 NE 30th St #504,Miami,FL,33137,295000,2,2,963,2005,420,306,Sold,A10286109
PAST SALE,2018,950 Euclid Ave #209,Miami Beach,FL,33139,295000,2,2,871,1975,189,339,Sold,A10362762
MLS Listing,,280 SW 20th Rd #903,Miami,FL,33129,295500,1,2,1319,2005,132,224,Active,A10546971
PAST SALE,2017,900 16th St #108,Miami Beach,FL,33139,297000,1,1,950,1925,617,313,Sold,A10167445
MLS Listing,,200 Galen Dr #308,Key Biscayne,FL,33149,298000,1,1,690,1969,91,432,Active,A10571397
MLS Listing,,1717 N Bayshore Dr Unit A-2637,Miami,FL,33132,298800,1,1.5,1048,1986,10,285,Active,A10611505
PAST SALE,2018,1751 James Ave #201,Miami Beach,FL,33139,298999,1,1,660,1940,250,453,Sold,A10405287
MLS Listing,,1100 West Ave #1407,Miami Beach,FL,33139,299000,0,1,508,2008,5,589,Active,A10614856
MLS Listing,,2525 SW 3rd Ave #1704,Miami,FL,33129,299000,1,1,693,2007,125,431,Active,A10549884
PAST SALE,2017,601 NE 36th St #1605,Miami,FL,33137,299000,1,1.5,761,2005,508,393,Sold,A10336537
MLS Listing,,6039 Collins Ave #734,Miami Beach,FL,33140,299000,1,2,1290,1971,1,232,Active,A10615447
PAST SALE,2017,1450 Lincoln Rd #310,Miami Beach,FL,33139,299000,1,1,655,1969,526,456,Sold,A10199803
PAST SALE,2016,1800 Collins Ave Unit 12C,Miami Beach,FL,33139,299000,1,1.5,876,1975,935,341,Sold,A10077831
MLS Listing,,1233 Marseille Dr #7,Miami Beach,FL,33141,299000,2,2,1094,1956,5,273,Active,A10588310
MLS Listing,,55 SE 6th St #4104,Miami,FL,33131,299500,1,1,738,2008,8,406,Active,A10610375
MLS Listing,,300 S Biscayne #1501,Miami,FL,33131,299900,1,1.5,1017,2008,4,295,Active,A10615712
PAST SALE,2016,,Miami,FL,33129,300000,1,1.5,1064,1975,881,282,Sold,A10066665
PAST SALE,2016,1901 Brickell Ave Unit B1606,Miami,FL,33129,300000,1,1.5,1064,1975,922,282,Sold,A2168958
PAST SALE,2018,1865 Brickell Ave Unit A1607,Miami,FL,33129,300000,1,2,1064,1975,112,282,Sold,A10477301
PAST SALE,2018,2333 Brickell Ave #1703,Miami,FL,33129,300000,1,1.5,930,1974,311,323,Sold,A10370871
PAST SALE,2016,2475 Brickell Ave #2103,Miami,FL,33129,300000,1,1,850,2001,819,353,Sold,A10153119
PAST SALE,2017,1717 N Bayshore Dr Unit A-2544,Miami,FL,33132,300000,1,1,1067,1986,699,281,Sold,A10151016
MLS Listing,,1420 Brickell Bay Dr Unit 1002E,Miami,FL,33131,300000,1,1.5,852,1973,1,352,Active,A10616600
MLS Listing,,1345 West Ave #703,Miami Beach,FL,33139,300000,1,1.5,918,1977,1,327,Active,A10616283
MLS Listing,,6039 Collins Ave #1521,Miami Beach,FL,33140,300000,1,1.5,1065,1971,5,282,Active,A10614625
PAST SALE,2016,927 Euclid Ave #9,Miami Beach,FL,33139,300000,2,1.5,804,1925,980,373,Sold,A2183510
PAST SALE,2016,2333 Brickell Ave #2309,Miami,FL,33129,300700,1,1,930,1974,909,323,Sold,A10065523
PAST SALE,2016,200 Galen Dr #208,Key Biscayne,FL,33149,302500,1,1,690,1969,1089,438,Sold,A10000860
PAST SALE,2018,1345 Lincoln Rd #305,Miami Beach,FL,33139,303000,2,2,890,1972,316,340,Sold,A10423969
PAST SALE,2017,231 Grant Dr,Coral Gables,FL,33133,304000,4,2,1218,1976,560,250,Sold,A10272470
PAST SALE,2018,1901 Brickell Ave Unit B407,Miami,FL,33129,305000,1,1.5,1064,1975,164,287,Sold,A10482530
PAST SALE,2018,200 Galen Dr #303,Key Biscayne,FL,33149,305000,1,1.5,730,1969,312,418,Sold,A10407747
PAST SALE,2018,2000 N Bayshore Dr #420,Miami,FL,33137,305000,2,2,1303,2004,119,234,Sold,A10452782
MLS Listing,,50 Menores Ave #831,Coral Gables,FL,33134,306000,2,2,948,2002,11,323,Active,A10610813
MLS Listing,,2525 SW 3rd Ave #1705,Miami,FL,33129,310000,1,1,694,2007,40,447,Active,A10580597
MLS Listing,,1901 Brickell Ave Unit B1703,Miami,FL,33129,310000,1,3.5,1064,1975,327,291,Active,A10439419
PAST SALE,2017,1925 SE Brickell Ave #409,Miami,FL,33129,310000,1,1.5,1005,1980,591,308,Sold,A10206280
PAST SALE,2016,1865 Brickell Ave Unit A902,Miami,FL,33129,310000,1,1.5,1064,1975,927,291,Sold,A10059515
MLS Listing,,251 Galen Dr Unit 109E,Key Biscayne,FL,33149,310000,1,2,946,1968,146,328,Active,A10540790
PAST SALE,2017,100 Sunrise Dr #28,Key Biscayne,FL,33149,310000,1,1,530,1964,568,585,Sold,A10215813
MLS Listing,,435 21st St #107,Miami Beach,FL,33139,310000,1,1,680,1936,8,456,Active,A10611881
PAST SALE,2018,1665 Bay Rd #417,Miami Beach,FL,33139,310000,2,2,1065,1980,132,291,Sold,A10487034
PAST SALE,2016,2475 Brickell Ave #1701,Miami,FL,33129,312000,1,1,770,2001,1048,405,Sold,A10020601
PAST SALE,2018,2475 Brickell Ave #805,Miami,FL,33129,313000,1,1,850,2001,378,368,Sold,A10339587
PAST SALE,2016,100 Sunrise Dr #17,Key Biscayne,FL,33149,313000,1,1,530,1964,1015,591,Sold,A2198541
PAST SALE,2018,2642 Collins Ave #312,Miami Beach,FL,33140,314000,2,2,1070,1998,229,293,Sold,A10343185
MLS Listing,,2333 Brickell Ave #2714,Miami,FL,33129,315000,1,1.5,930,1974,27,339,Active,RX-10495622
MLS Listing,,2101 Brickell Ave #1602,Miami,FL,33129,315000,1,1,791,2004,94,398,Active,A10569034
MLS Listing,,2101 Brickell Ave #811,Miami,FL,33129,315000,1,1,791,2004,451,398,Active,A10374680
PAST SALE,2016,1865 Brickell Ave Unit A2105,Miami,FL,33129,315000,1,1.5,868,1975,1042,363,Sold,A10036745
PAST SALE,2016,2475 Brickell Ave #1409,Miami,FL,33129,315000,1,1,895,2001,1000,352,Sold,A10057960
PAST SALE,2018,2475 Brickell Ave #1408,Miami,FL,33129,315000,1,1,900,2001,180,350,Sold,A10490738
MLS Listing,,240 Galen Dr #315,Key Biscayne,FL,33149,315000,1,1.5,725,1967,19,434,Active,A10606092
MLS Listing,,321 NE 26th #708,Miami,FL,33137,315000,1,1,610,2019,15,516,Active,A10608102
MLS Listing,,,Miami Beach,FL,33140,315000,1,1.5,1173,1968,7,269,Active,A10608630
MLS Listing,,1865 Brickell Ave Unit A1205,Miami,FL,33129,318000,1,1.5,868,1975,56,366,Active,A10586922
MLS Listing,,2451 Brickell Ave Unit PHN,Miami,FL,33129,318000,1,1,1012,1963,217,314,Active,A10499946
PAST SALE,2016,1331 Lincoln Rd #801,Miami Beach,FL,33139,318500,2,1.5,855,1971,818,373,Sold,A10130151
MLS Listing,,1600 SW 1st Ave #809,Miami,FL,33129,319000,1,1,850,2016,83,375,Active,A10573962
MLS Listing,,1300 Brickell Bay Dr #2801,Miami,FL,33131,319000,1,1.5,653,2014,5,489,Active,A10614667
MLS Listing,,1408 Brickell #1206,Miami,FL,33131,319000,1,1,880,1964,12,363,Active,A10610621
MLS Listing,,2451 Brickell Ave Unit 4L,Miami,FL,33129,319000,2,2,1188,1963,19,269,Active,A10605346
MLS Listing,,8100 Byron Ave #401,Miami Beach,FL,33141,319000,2,2,1260,1982,1,253,Active,A10616709
MLS Listing,,1600 SW 1 Ave #411,Miami,FL,33129,320000,0,1,566,2016,377,565,Active,A10410327
MLS Listing,,2101 Brickell Ave #503,Miami,FL,33129,320000,1,1,791,2004,137,405,Active,A10545408
MLS Listing,,1600 SW 1st Ave #408,Miami,FL,33131,320000,1,1,850,2016,193,376,Active,A10514902
PAST SALE,2016,1541 Brickell Ave Unit 406C,Miami,FL,33129,320000,1,1.5,1117,1981,847,286,Sold,A10081286
PAST SALE,2016,2451 Brickell Ave Unit 21C,Miami,FL,33129,320000,1,1,886,1963,943,361,Sold,A10047887
PAST SALE,2018,201 SW 17th Rd #405,Miami,FL,33129,320000,1,1,735,2016,194,435,Sold,A10371758
PAST SALE,2018,301 Sunrise Dr Unit 2C,Key Biscayne,FL,33149,320000,1,1.5,705,1967,320,454,Sold,A10315084
MLS Listing,,951 Brickell Ave #3708,Miami,FL,33131,320000,1,1,639,2008,12,501,Active,A10610391
MLS Listing,,,Miami,FL,33129,320000,2,2,902,2009,179,355,Active,A10522434
MLS Listing,,600 NE 36th St #1006,Miami,FL,33137,320000,2,2,990,1973,1,323,Active,A10617011
PAST SALE,2018,3588 Collins Ave #505,Miami Beach,FL,33140,320000,2,2,1172,1990,204,273,Sold,A10454302
PAST SALE,2016,2642 Collins Ave #411,Miami Beach,FL,33140,320000,2,2,940,1998,1057,340,Sold,A10010968
MLS Listing,,2701 SW 3rd Ave #203,Miami,FL,33129,320210,2,2,902,2009,68,355,Active,A10582055
PAST SALE,2018,1925 Brickell Ave Unit D 702,Miami,FL,33129,321000,1,1,1007,1980,189,319,Sold,A10443886
MLS Listing,,3000 Bird Ave Unit 2B,Miami,FL,33133,322500,2,1.5,965,1971,14,334,Active,A10609071
MLS Listing,,2475 Brickell Ave #1908,Miami,FL,33129,323000,1,1,900,2001,95,359,Active,A10568419
MLS Listing,,2101 Brickell Ave #1105,Miami,FL,33129,323000,1,1,791,2004,103,408,Active,A10564054
MLS Listing,,2400 Brickell Ave Unit 301D,Miami,FL,33129,323500,1,1.5,919,1980,189,352,Active,A10516603
MLS Listing,,2101 Brickell Ave #510,Miami,FL,33129,325000,1,1,791,2004,329,411,Active,A10435885
